[15:02] Speaker_C | For instance like a mobile phone or something like that .
[15:05] Speaker_B | Mm . Sounds interesting .
[15:06] Speaker_A | Hmm .
[15:12] Speaker_B | Maybe our personal coach will have something to say about that .
[15:14] Speaker_D | Yeah .
[15:15] Speaker_C | Or or you know can we produ can we sell a remote control phone for twenty five pounds or less ?
[15:21] Speaker_D | Mm .
[15:23] Speaker_C | Yep . Okay .
[15:26] Speaker_D | W yeah .
[15:34] Speaker_B | Yeah .
[15:34] Speaker_C | Mm-hmm .
"[15:40] Speaker_B | Maybe a remote with changeable faces , like the faces that you can buy for phones . Yeah ."
[15:45] Speaker_D | I like the little cover thingies .
[15:58] Speaker_A | I don't really have any . Let me bring up something about
"[16:02] Speaker_A | our basic goals here , what we want to accomplish . Uh project announcement ."
[16:22] Speaker_A | Yeah . Not so much .
[16:25] Speaker_D | Hmm .
"[16:26] Speaker_A | All right we'll find them , we're on our own ."
[16:28] Speaker_C | Now are we also discussing kind of our initial ideas at all here ?
"[16:31] Speaker_A | Yeah yeah let's do it , let's do ."
[16:33] Speaker_C | S does anybody have any initial ideas ?
"[16:50] Speaker_D | Well it's pretty much given it's gonna be universal right , we decided that already and it may be functioning for other things ,"
[16:52] Speaker_A | Yeah .
"[16:57] Speaker_D | as soon as you said that I was thinking like all the other things you could get a remote to do , like your microwave or your front door or like to have everything on one thing , but then , I've never been a fan of those huge remotes that have like a million buttons , you can't tell what they do ."
[17:01] Speaker_B | Yeah .
[17:06] Speaker_B | S smaller's better . Simple .
[17:07] Speaker_A | Mm-hmm .
[17:09] Speaker_D | Yeah .
[17:09] Speaker_C | But I'm thinking I'm thinking kind of P_D_A_ uh design so touch screen design rather than button so that you can kind of flip around all sorts of different things .
[17:10] Speaker_D | Specific .
[17:17] Speaker_D | Okay .
[17:18] Speaker_B | Oh right . That'd be different .
[17:19] Speaker_D | Interesting .
[17:26] Speaker_D | True .
[17:35] Speaker_D | Mm .
"[17:38] Speaker_D | Mm . Right . We want it to be munt multifunctional but at the same time if you get it to do too much you're not gonna be able to tell them apart , that whole yeah ."
"[17:44] Speaker_B | Yeah . It's gonna be too complicated , too crowded with buttons and things ."
[17:45] Speaker_C | Too confusing .
[17:50] Speaker_A | I'm also gonna note for future reference this idea of um so you like maybe like an L_ like a touch screen type of remote ?
[17:51] Speaker_D | Hmm .
[17:59] Speaker_C | Mm-hmm . Possibly .
[18:00] Speaker_D | Mm .
[18:01] Speaker_A | I don't think one exists . Be a good idea .
[18:01] Speaker_D | An interesting option .
[18:02] Speaker_B | Needs it needs one outstanding feature to set it apart from all the other remotes .
[18:04] Speaker_D | Yeah .
[18:05] Speaker_D | Definitely .
[18:24] Speaker_D | Right .
[18:25] Speaker_C | I'm pretty sure there is . I mean I I have a friend who has a P_D_A_ that he just points at his telev any television he wants and it'll figure out the the specifications of it and will control it um so I th I assume that that can be done with uh kind of around the world .
[18:27] Speaker_A | Okay .
[18:29] Speaker_A | Okay .
[18:34] Speaker_D | Yeah .
[18:40] Speaker_D | Awesome .
[18:43] Speaker_D | Yeah .
[18:43] Speaker_A | Okay . Okay .
"[18:46] Speaker_A | Um all right . So . I li I'm liking that idea , this idea of a touch screen remote with multi-format features . Um ."
[18:52] Speaker_D | Mm-hmm .
[18:52] Speaker_B | Right .
[18:54] Speaker_A | Um .
"[18:58] Speaker_B | I think , making it out of a nice material would be very important , because so many of those remotes that you see , these universal remotes look so cheap and low quality ."
[19:03] Speaker_D | Yeah .
[19:05] Speaker_A | Mm .
[19:16] Speaker_B | Mm .
[19:18] Speaker_C | Oh .
[19:21] Speaker_D | Just something like keep in mind when we start actually dealing with this stuff but that would be really cool .
[19:29] Speaker_C | I like the idea of the uh multi plate . In in
[19:33] Speaker_A | Yeah yeah okay .
"[19:33] Speaker_D | Yeah . Fi b like what are they called , those face plate things ? Isn't there a name for them ? Are they ? I dunno ."
[19:36] Speaker_A | Think they're just called face plates ? I don't know .
[19:40] Speaker_D | Yeah . Something really cool .
[19:49] Speaker_A | Um .
[19:56] Speaker_D | Hmm .
"[19:57] Speaker_B | I think , it wouldn't be such a bad idea to have a like a locator device , maybe a simple button that you have on your television to help you find your remote ."
[20:04] Speaker_D | True .
[20:05] Speaker_A | Mm . But if we're bundling it unless we're selling their telly with the remote .
[20:09] Speaker_D | Right .
[20:10] Speaker_B | Mm .
[20:17] Speaker_C | Well if we bundle it as a phone then you can always call it . If you're not doing that then we can have something that just kind of rings from either well there used to be those whistling devices but that's a little bit annoying .
[20:20] Speaker_B | True .
[20:20] Speaker_D | True .
[20:28] Speaker_D | Right .
"[20:29] Speaker_A | Cou could we not do something where like just a little lit like literally just a very small kind of thing that comes with the remote that you could place something else that you press and it makes the remote page . Kinda like how on a lot of um uh cordless regular phones , you have a page button and it goes , could we do something like that ?"
[20:40] Speaker_D | Right .
[20:42] Speaker_C | Yeah .
[20:43] Speaker_B | Yeah .
[20:45] Speaker_D | Right .
[20:46] Speaker_C | That's cool .
[20:47] Speaker_D | Probably .
[20:49] Speaker_B | Yeah .
[21:03] Speaker_D | Mm .
"[21:05] Speaker_D | Yeah . And that titanium the new silver sleek ones that's last couple of years , very much so ."
[21:06] Speaker_B | Mm .
[21:10] Speaker_A | Yeah .
[21:11] Speaker_C | Curves .
[21:12] Speaker_D | Mm .
"[21:12] Speaker_A | Yeah . We do have the minimum am amount I mean we were talking finances I dunno , selling a a forty Pound remote would h or a forty Dollar remote , twenty five Euro remote would be pretty you know it's pretty expensive so maybe we might wanna trade off some of the features for a lower price ."
[21:22] Speaker_D | Right .
"[21:28] Speaker_A | Without without getting into that whole like you know go down to bargain store remote you know bargain store universal remote that's black and you know m massive , some kind of I dunno a balance there in somewhere ."
[21:34] Speaker_B | Yeah .
[21:36] Speaker_D | Mm .
[21:39] Speaker_D | Definitely .
[21:44] Speaker_D | Yeah .
[21:55] Speaker_B | Yeah .
[21:55] Speaker_A | Mm .
[21:59] Speaker_B | 'S true .
[22:05] Speaker_C | We're talking twenty five Pounds or twenty five Euros ?
[22:07] Speaker_D | Euros .
[22:07] Speaker_A | Twenty five Euros .
[22:16] Speaker_C | Slight difference I guess .
[22:18] Speaker_A | Yeah . They're all weaker than they're all stronger than the Dollar .
"[22:22] Speaker_A | Although , computer parts , all if you're gonna upgrade your computer , buy it in the States . Like um do you guys know Fry's ? Huge computer uh electronics store ?"
[22:23] Speaker_D | Mm .
[22:30] Speaker_C | No .
[22:30] Speaker_D | Mm-mm .
[22:32] Speaker_A | They serve um right they sa tha s they will sell things overseas so you can buy stuff in America and have it shipped over for like twenty thirty Pounds about .
[22:37] Speaker_D | Mm .
"[22:41] Speaker_A | Right so um let's go ahead and wrap that up here for now , I'm gonna put these initial ideas that we've got in the um project documents , so if you guys wa need a reminder about what we've talked about um the different you know kind of trade-offs that we've got and the other ideas , you can consult them at your leisure ."
[22:59] Speaker_D | Okay .
[23:00] Speaker_B | Okay .
[23:05] Speaker_A | And uh right so thanks for that . Let's just uh head back to work on what we were talking about bef uh goi h h getting into .
[23:12] Speaker_D | With half an hour ?
[23:14] Speaker_A | Um . Yes .
[23:15] Speaker_D | 'Kay . Perfect .
[23:16] Speaker_A | Thanks guys .
[23:17] Speaker_D | Cool .
[23:17] Speaker_C | Thank you .
[23:18] Speaker_B | Alright .
