"[10:26] Speaker_C | So yur user interface , guys , is basically aspects of a computer system that we can see or hear , or otherwise uh perceive . Uh , commands and mechanisms , that basically user uses to control the operator operating system . Here's a d series of different remote controls that are out on the market today . I think we're definitely trying to get away from this kind of a look . Um , so"
[10:50] Speaker_A | Yeah .
"[10:53] Speaker_C | the following are a bunch of different uh interface uh concepts . Uh voice recognition , we we um actually have some new uh information from our research design team but uh I'll get to that in a moment . Um , so current voice recognition starts up to about eighty speech samples , um and basically you record your own verbal labels c and connect them to the remote control . Now our design team , research team , has been able to uh set up a system in which uh you can teach the remote control voice c recognition system to respond to um with standard responses . Like you could say good morning uh remote control and it'll say in a sexy female voice , Good morning Joe . Um ."
[11:45] Speaker_D | Mm .
"[11:51] Speaker_D | Yeah . Very true , very true ."
"[11:54] Speaker_C | Um , another concept is what uh Apple has come up with , the spinning wheel with uh L_C_ display like on the uh iPod which I am sure most of you know about . Um and then we have the scroll button with integrated push-button , kind of like a modern a bit bulky , a bit crazy , I don't think that's we're necessarily going for . And uh some special components , uh ideas like uh blocking , having the ability to block channels from your for your children um and uh dedicated buttons for for commonly used uh channels and even uh ideas like secured or hidden programming but uh I again if we go with touch screen I don't think that's a big issue . Um"
[11:58] Speaker_A | Mm .
[12:03] Speaker_D | Mm .
[12:08] Speaker_A | Mm .
[12:10] Speaker_B | Mm .
[12:14] Speaker_B | No .
[12:40] Speaker_C | and uh this is kind of the uh the big daddy of remote controls here .
[12:43] Speaker_D | Hmm .
[12:45] Speaker_C | Uh the jumbo universal remote control is almost impossible to misplace or lose .
"[12:52] Speaker_C | Um , again probably not what we're going for so I I mean my ideas here and kind of where I think we're heading is something slightly larger than a regular iPod uh with a hard cla c uh plastic casing although I think some of the suggestions we've come up with are definitely uh very good ideas . Uh changeable casings uh our design team was possibly talking about including one extra face plate with the package to kind of set the idea that you can change it and you can try changing it and kind of get used to thinking about maybe buying another one which can add value to our uh bottom line ."
[13:02] Speaker_D | Okay .
"[13:18] Speaker_D | Mm , right ."
"[13:28] Speaker_C | Uh touch screen interface , um possibly having go-to buttons being uh stuck into the system so those don't move away from the screen , uh , the important ones like power , volume and jump between channels . Um , and of course our voice command system which I've talked a little bit about already and uh the use of recognisable colours and shapes to aid recognition of the features um that are around so"
[13:45] Speaker_A | Mm .
"[13:54] Speaker_C | red for power , um arrows for different volume ups and downs and channels ups and downs and what not . And uh perhaps even adding in some stupid little jokes with the voice recognition idea like perh mm for instance my toastie maker that I got from my bank"
[13:56] Speaker_D | Mm .
[14:13] Speaker_C | has jokes when it's ready .
[14:17] Speaker_A | Great .
[14:18] Speaker_C | And uh that is about it .
"[14:21] Speaker_A | Great , wonderful Ron , cool . Lot of good ideas , good facts to have ."
[14:27] Speaker_D | Mm .
"[14:34] Speaker_A | That's what they need , it's like a little dongle it just sticks up this further so you don't have to stand up every time , just connect it , my kingdom . Right so , good to know all that stuff , thanks guys , um . Now we kind of have to come to some decisions , um , I figure we can just go down the line and all three of us can have a chat about it . Um ."
[14:39] Speaker_D | Mm .
"[14:56] Speaker_A | Based on what Nathan presented as far as the um various costs and benefits um I think , I dunno , what do you guys think about the touch screen at this point ?"
[15:13] Speaker_D | I think it's our most marketable feature just because it's so new and it's something that is showing up in other places .
[15:18] Speaker_A | 'Kay .
"[15:19] Speaker_D | But can we really afford it 'cause it looks like they would be , that would be a really main cost source then right ?"
[15:19] Speaker_A | 'Kay .
[15:28] Speaker_A | Mm-hmm .
"[15:30] Speaker_B | My estimate is that in order to incorporate touch screen technology it's gonna cost us upwards of seventeen fifty Euro per remote , yeah that's just an estimate though ."
[15:39] Speaker_A | To produce each one .
[15:39] Speaker_D | Per ?
[15:41] Speaker_D | Piece .
[15:42] Speaker_C | Oh you guys are always the dampers on these projects .
[15:45] Speaker_A | Mm .
[15:50] Speaker_D | And our goal was to be under twelve fifty or we have to be under twelve fifty ? Do we remember ?
[15:53] Speaker_A | Well .
[15:55] Speaker_B | I thought there was some flexibility with that .
[15:56] Speaker_D | Okay .
"[15:57] Speaker_A | There is , it's just , it is a question of and how much ca o does that mean we're gonna have to increase the price to make money . Um , from twelve fifty if we d wanna get our fift uh hundred per cent profit margin um that would mean selling it from twenty five . If you multiply seventeen fifty by two that's thirty five ."
[15:59] Speaker_D | Can we justify it ?
[16:15] Speaker_D | Right .
[16:19] Speaker_C | Where do you guys come up with these numbers ?
[16:39] Speaker_B | It is the new it would be in a class of its own .
[16:41] Speaker_D | Yeah .
[16:59] Speaker_D | Right .
"[17:02] Speaker_A | we could probably maybe shrink the profit margins rather than selling for twenty five , sell 'em for thirty , but that's something that we can have finance deal with . Um , I say that we provisionally go with the touch screen or wh y wh what was your thought on the matter Ron ?"
[17:11] Speaker_D | Yeah .
[17:26] Speaker_D | See if we can cut some corners .
"[17:31] Speaker_D | Right . Well and we can look into this other manufacturing option , and maybe we can get 'em somewhere else cheaper ."
[17:35] Speaker_A | Mm .
[17:35] Speaker_C | Yeah .
[17:40] Speaker_D | Right .
"[17:41] Speaker_D | It's a starting point anyway , so ."
"[17:42] Speaker_A | No we could have a s very simple touch screen , you know , there's always the opportunity , if it's gonna be about the size of the iPod or whatever , you know , w we yeah , I guess we can play around with it a bit . Alright , let's let's say that okay so the touch screen will be our um our main selling point here ."
[17:51] Speaker_D | Mm .
[18:06] Speaker_D | I mean really this is pretty bells and whistles kinda remote .
[18:09] Speaker_B | Yeah .
[18:19] Speaker_D | I think we'd have to decide between 'em definitely .
[18:22] Speaker_A | Yeah .
"[18:22] Speaker_C | To be honest , we have the capa we have the design in-house , I mean we've we've come up with this , with this new voice we're using it for our coffee machines already ."
[18:23] Speaker_D | Price-wise .
[18:28] Speaker_D | True . We've already got it .
[18:32] Speaker_C | I can pass you on that email from my uh guy in uh guy down the hall . Sounds good .
[18:48] Speaker_B | I think if we we do both the obviously production costs are going to go way up um but it does put it into it'd become the Rolls Royce of remote controls basically . It would be very nice .
[18:59] Speaker_D | Pretty much .
[19:02] Speaker_C | I mean we we have to r reflect back on what our market research did say .
"[19:06] Speaker_D | Right and they said they wanted voice recognition . Course , maybe they hadn't thought of this whole touch screen option , but definitely we know the market is there for voice recognition so to say we have the technology and we're not gonna use it even though we know it'll sell"
[19:22] Speaker_A | Mm .
[19:26] Speaker_A | Yeah .
[19:29] Speaker_C | Does having both really up our costs ?
[19:42] Speaker_D | Yeah .
"[19:43] Speaker_B | Yeah , 'cause you you just upping the number of chips that you need to deal with each different function ."
[19:48] Speaker_D | Yeah .
[19:51] Speaker_A | Well if we're gonna pick betwe e alright so we have to pick between one of the two . Um .
"[19:57] Speaker_A | Otherwise , yeah , we just it just becomes cost prohibitive . What which , which do we suspect we should hold o we should hold on to ?"
"[20:05] Speaker_D | Well , we already have research backing voice recognition as you know"
[20:11] Speaker_D | fiscally solvent . But uh I I I personally would tend to another direction but if that's what's gonna sell I think that's what we need to go with and maybe we can table this touch screen for our next model .
[20:29] Speaker_A | 'Kay .
[20:37] Speaker_A | What does the cost look like Ron ? Is it cheaper to do the V_R_ or to do the uh touch screen ?
[20:43] Speaker_A | Nathan ?
[20:44] Speaker_D | Mm .
"[20:45] Speaker_B | Um , this is just off the top of my head keep in mind , but I think the voice recognition would they're both mm they're both gonna push the costs up , but um , since we already have the technology in-house for the voice recognition we're not gonna have to do as much design work and sometimes the design work is what push the costs up , if you know what I mean ."
[21:00] Speaker_A | Mm .
[21:08] Speaker_A | Right .
[21:09] Speaker_D | Right .
"[21:12] Speaker_C | Um , I definitely have to agree with that last comment ."
"[21:14] Speaker_D | And we're still not then we don't have to deal with this battery issue nearly as much either , we can stick with what we've already got ."
[21:17] Speaker_A | Mm .
[21:20] Speaker_D | In a lot other ways too .
"[21:21] Speaker_A | Okay . So I'm getting alright so more or less you guys think that o o of the two of 'em , the voice recognition will be better . Okay . Yeah ."
[21:28] Speaker_D | I think it's our lower risk option which for right now we can have it on the market sooner which is all in all our best option .
[21:34] Speaker_A | Okay . Sorted . We will omit the touch screen in favour of voice recognition .
[21:42] Speaker_D | So and when are we gonna have basic prototypes coming up next that's you guys's next step right ?
"[21:48] Speaker_A | Yeah , well we'll we'll sic we'll sort out what it what f what else we're gonna talk about for the prototype but yeah that's our next step , it'll be a developing of prototype ."
[21:52] Speaker_B | Yeah .
[21:52] Speaker_D | Right .
[21:54] Speaker_D | Okay .
[21:55] Speaker_B | Are we going to talk now about um the materials that we're gonna use for the case and all those things ? Okay .
[21:58] Speaker_A | Yes .
[22:00] Speaker_D | Mm-hmm .
"[22:00] Speaker_A | We'll just run through it yeah , yeah , um . You discussed either a lithium or a solar power . Would the solar power be enough to fuel a voice recognition ? Or this kinesthetic one , would that be enough to fuel a voice recognition remote control ?"
"[22:14] Speaker_B | Um , the solar power definitely would be but I think just to keep people from getting annoyed , 'cause sometimes solar power fails and there's no way round that , we should install a small backup battery ."
[22:26] Speaker_A | Mm .
[22:26] Speaker_D | Yeah .
[22:32] Speaker_A | Mm . Yep .
"[22:36] Speaker_B | It's true . Yeah , it works about the same as a solar powered calculator , and you know how those those don't really require that much light , um , but obviously a little more light than a calculator , but we're not talking about a lot of light . Doesn't have to be out taking a sunbath for a few hours a day or anything ."
[22:40] Speaker_C | Calculator .
[22:41] Speaker_D | Yeah . True . True .
[22:52] Speaker_D | Right .
[22:54] Speaker_D | Okay .
[22:54] Speaker_A | Okay . What do you think Ron ?
"[22:56] Speaker_C | I'm willing to agree with everything that's been said . Uh I have to say though that um another idea's come up in my head . If we're really not uh handling the remote control to a great extent we could possibly get away from the idea of having a hand-held remote control and maybe kind of have a round remote control that kind of looks like a paperweight or something like that , kind of a sleek little uh neat thing that sits on your table or something ."
[22:59] Speaker_A | Okay .
[23:22] Speaker_A | Hmm .
[23:22] Speaker_B | Hmm .
[23:25] Speaker_D | Interesting .
"[23:27] Speaker_B | Why , why moving away from hand-held , why ? What's the uh idea ?"
[23:27] Speaker_C | Just a thought .
[23:32] Speaker_C | Well if you don't need to pick it up it could kind of be a selling point .
[23:34] Speaker_D | I if it's got voice recognition it can be technically anywhere in your room and still do its job .
[23:38] Speaker_B | Hmm .
"[23:39] Speaker_B | Do you think people that are people that buy a remote , are they always gonna wanna use the voice recognition or is it just something that they do sometimes ."
"[23:46] Speaker_D | True , and i probabl I think we're banking on selling it to more than just voice recognition people , like we want it to work fundamentally as a basic manual too , right ."
"[23:54] Speaker_A | Well we have to have buttons on it too as well . But that's done , that's no bother I mean if you look at the catalogue from places like with sharper image or whatever you know they might have or like um who is it , Apple makes these really pretentious speakers with the th sub-woofers you know like clear and glass and you know and then they got these little pyramidal type of um speakers . I mean , why not have a little rounded kind of thing , it could still have the basic buttons on it . Um , 'cause we're going for basic functionality primarily as well ."
[24:11] Speaker_D | Mm-hmm .
[24:11] Speaker_B | Right .
[24:12] Speaker_D | Yep .
[24:14] Speaker_D | Yeah .
[24:24] Speaker_D | With the bu yeah .
"[24:25] Speaker_A | And maybe a menu button and so forth , you know um use a channel button to scroll through the menu d if they want to record programmes or whatever you know I mean we can sort that out ."
"[24:32] Speaker_B | I think , I think you're on to something because we need to escape the traditional shape of a remote . Maybe something that looks nice on a table is would be good , even though and hand-held the same time ."
[24:32] Speaker_D | Mm-hmm .
[24:33] Speaker_A | Yeah .
[24:39] Speaker_D | True .
[24:42] Speaker_D | Way to go .
"[24:48] Speaker_D | Yeah I'm thinking of the airport portal , you know like that little pod looking thing ?"
[24:50] Speaker_C | Mm-hmm .
[24:50] Speaker_A | Mm .
"[24:52] Speaker_B | Yeah , those are nice ."
[24:52] Speaker_C | Exactly .
[25:00] Speaker_D | Right .
[25:01] Speaker_B | Mm .
[25:07] Speaker_D | That would be kinda neat .
[25:14] Speaker_D | Mm .
[25:19] Speaker_B | Okay .
[25:27] Speaker_D | Mm .
[25:33] Speaker_D | Yeah .
[25:40] Speaker_B | Right .
[25:43] Speaker_B | Just kind of the squishy feel .
[25:49] Speaker_A | Mm 'kay .
"[25:50] Speaker_A | Yeah let's see if we can do a squishy non-remote control-looking remote control . But to be fair , yeah , I mean , you just c you could just put it literally put it on the the ni the coffee table next to the telly and say volume up ."
[26:02] Speaker_D | Right .
[26:05] Speaker_D | Handy .
"[26:18] Speaker_B | Sorry about the uh lack of information on cost , I just haven't been provided that information by our manufacturers and I'm just having to guess ."
[26:22] Speaker_D | Okay .
"[26:27] Speaker_A | have more of a we'll have more of an idea later on . Um . And we just yeah go from there . Um , so we've revisited the touch screen and more or less ruled that out , um , I think so we're more or less con we wh wh we're more or less in agreement that we want to have a um a simple kind of function , you know , not too complex ."
[26:48] Speaker_D | Mm .
[27:07] Speaker_B | Right .
[27:07] Speaker_A | Like maybe have menu things .
"[27:08] Speaker_D | Take precedence , yeah ."
"[27:09] Speaker_B | If , if we're not going the touch-screen route then we can um just incorporate maybe something that folds out like what you often see on these kinds of remotes is the most basic functions up here and something that slides down to reveal the you know more complicated things ."
[27:16] Speaker_D | Right .
[27:16] Speaker_A | Mm .
[27:20] Speaker_D | And they slide .
[27:24] Speaker_A | Yes .
"[27:25] Speaker_D | Well and do we wanna consider like an iPod screen which isn't a touch screen but you're still scrolling through menu options , in p"
"[27:34] Speaker_D | True , we're still not making it easier then ."
[27:35] Speaker_B | Yeah .
[27:39] Speaker_D | True .
[27:41] Speaker_D | Fair enough .
[27:44] Speaker_D | Yeah .
[27:58] Speaker_D | Mm-hmm .
[28:02] Speaker_D | Yeah it's just a scroll .
[28:04] Speaker_B | Right .
[28:05] Speaker_D | Yeah .
[28:16] Speaker_A | Well it seems like I dunno it seems to me that we could just do the um stick with the rubber 'cause since we're probably gonna be using some kind of um rubber for the outside case we might as well stick with that um .
[28:22] Speaker_D | Yeah .
[28:28] Speaker_D | Probably .
[28:29] Speaker_B | Right .
[28:31] Speaker_C | I think to a certain extent we have to stick with uh kind of uh a little bit traditional in terms of the buttons and then and then make our unique feature our casing and what not and our voice command .
[28:38] Speaker_D | Right .
[28:41] Speaker_D | Mm .
"[28:43] Speaker_D | Well no it's basic just like four directions that are that can use as menu or channel and volume or however you wanna do it , are really versatile and everybody's already got them to some extent on the remotes they already own so it's not like we're dealing with everybody relearning things 'cause that's not something anybody's gonna wanna buy a new for ."
[29:00] Speaker_B | Right .
"[29:03] Speaker_A | Mm 'kay , um ."
[29:17] Speaker_D | Mm .
"[29:26] Speaker_A | Mm-hmm , mm-hmm ."
[29:28] Speaker_A | Okay .
"[29:33] Speaker_A | Yeah alright , well , more or less covered what we need to cover I think fi an an any final thoughts before we think about doing the protot moving on to the prototype ."
[29:47] Speaker_D | Uh .
"[29:49] Speaker_D | Oh it wasn't in the way but yeah , whatever ."
"[29:53] Speaker_D | No , don't worry about it ."
[29:59] Speaker_C | Sure .
[30:00] Speaker_D | Okay .
[30:04] Speaker_B | So have we decided that we are gonna go with different style cases for different people ? Or are we just going to go with one ?
[30:20] Speaker_D | Yeah .
[30:28] Speaker_A | Yeah .
[30:28] Speaker_D | Right .
"[30:31] Speaker_A | Well then again colours wouldn't be so hard to do , you could have uh a , you know , a um uh kind of a natural wood colour , like a stained wood and um , I don't know , olive green or something . That wouldn't be so much of a problem to incorporate into the colour of the thing ."
[30:34] Speaker_B | There's an idea .
[30:39] Speaker_D | Mm .
[30:44] Speaker_D | Yeah .
[30:49] Speaker_C | And again copying iMac's kind of for iPod Mac Apple's uh colour scheme .
"[30:52] Speaker_D | Yeah , get in there ."
"[30:55] Speaker_D | Yeah , totally ."
"[30:57] Speaker_A | Yeah , I think that's probably a good id okay so let's work on uh multiple case colours ."
"[31:07] Speaker_A | But yeah , stick with the same kind of kinda yeah , the same basic non-remote kind of remote design ."
[31:15] Speaker_A | Cool .
"[31:17] Speaker_A | Alright , so we'll have the next meeting about half an hour , um . I want the uh I'd like Nathan , I'd like you to work on just the basic look and feel , what can we accomplish , um , given these parameters that we're just gonna sort of have this kind of uh non-remote remote . Um , what are our broad constraints before we deve design a prototype . And um Ron if you can"
[31:36] Speaker_B | Right .
[31:45] Speaker_A | figure out how probably best to lay out this idea of this simple design with the voice recognition built in and also this kind of drop down or s on the side kind of menu options simple . Somehow work out how we can get this all s in the same place .
"[32:05] Speaker_A | Um , and if you can check product evaluation with m some pilots and stuff . Um I need you guys to work together on making a prototype , um using um prototype building materials um . And also um specific instructions will be sent to you by your coaches as well . So that's what to start with for now , is that alright , you guys feel clear about this ?"
[32:23] Speaker_B | Oh excellent yeah .
[32:25] Speaker_D | Cool .
[32:26] Speaker_B | That sounds good .
[32:27] Speaker_C | Fabulous .
[32:28] Speaker_A | Alright . I guess we'll just hit the bricks . Thanks guys .
[32:32] Speaker_D | Cool .
