"[00:00] Speaker_B | Which data . You know , I I want everything and then I'll decide what I want ."
[16:48] Speaker_A | Well yeah . But I mean with transaction coding on something like this you would use i y you wouldn't consider it verbal analysis exactly . It'd be verbal plus action . Because it's a task breakdown . It's just a segmentation .
"[16:57] Speaker_B | Well , I mean what you know . It's it is it is a task breakdown . But for the verbal version there are ways of announcing that now we're doing a new one , right . Or that we're finished with the old one ."
"[17:07] Speaker_A | Yeah , but you wouldn't have you you wouldn't do two codings for task level one you wouldn't do transaction coding in a action segmentation ."
"[17:10] Speaker_B | No , you wouldn't . But I mean one of the things one of the things you'd like to establish you know , as an as an outcome of this is that you could analyse either end and you'd get the same chunking of the material . The thing which you guys thought to make in a paper ."
"[17:20] Speaker_A | I I don't think that's realistic , because I think what you'd actually do is use um the full record of what you have and do a segmentation . I think it'd be hard to understand what was going on if you used like just the language without watching the video to decide whether we're breaking down the task ."
[17:34] Speaker_B | It's a hypothesis .
"[17:36] Speaker_A | Oh , you don't want it to be coding th uh based on that though and then that seems a strange way to go about things . I mean this the language events are multi-modal , right . You know , they're they're doing all these things together ."
"[18:03] Speaker_B | Um because because essentially you're looking at um cycling sequences in discourse . And if the discourse tells you what's going on that's information . I mean I g one of the questions is how the information is gonna be shared across these media . And if you can get it all out of the speech , you know , if the if all of the chunking is available when there is speech ,"
"[18:32] Speaker_B | Mm . But this is but we haven't looked at data like this with this with our old-fashioned analyses um , you know . And i it's it would be really nice to know that that much information , that chunking of the task information is being carried by the language . Because J_P_'s question , the overriding question is so what's language for . You know , if people are busy interacting all the time and all of our colleagues don't even bother to control for whether people are talking to one another when they're doing these joint tasks because it seems to them to be irrelevant 'cause language is irrelevant , it would actually be nice to demonstrate that in a place where we're controlling whether you have language or not . You could get the entire chunking of the task out of a language ."
[18:34] Speaker_C | It's mm-hmm .
"[19:10] Speaker_A | Yeah , well I c I can see maybe wanting to know whether you can do the chunking just based on the actions without the language in cases where they use both . It's more g I can't quite see why it's important to know that they can do it just based on the language when w you know that they had both ."
[19:14] Speaker_B | Mm-hmm . Mm-hmm .
[19:16] Speaker_B | Mm-hmm .
[19:23] Speaker_B | Because you know it's a self-contained system as opposed to a system which is which can't be interpreted without the other system .
"[19:30] Speaker_A | Uh-huh . Well , I think that one's just bound to fail . But yeah ."
[19:30] Speaker_B | Okay . Usually the claim . Almost all studies on language claim that language is a self-contained system which will give you everything you need to know .
[19:39] Speaker_A | Really ?
[19:40] Speaker_B | That's the claim .
[19:42] Speaker_A | Okay . Anyway .
"[19:48] Speaker_A | So back back to this main problem , which is yeah , w the record that we are getting in the first instance is about the m about these you know , they're looking at some region of the screen defined dynamically . And then we need some way of knowing what the you can you can see adding these other analyses about , you know , they're they're jointly focused on this region and trying to figure out what s percentage of time they're looking at it as adding new tiers of information to either the ELAN track or N_X_T_ . They're they're both sort of track based in this way ."
[19:50] Speaker_B | Mm-hmm .
[20:03] Speaker_B | Mm-hmm .
[20:24] Speaker_B | Mm-hmm .
"[20:25] Speaker_A | Um but the hard part is knowing how you wanna do that . And I I think in the first instance what we're trying to get into the G_D_F_ format is just this . And then we've got no option but to uh figure out a way for like to look at this , just explore this data , suggest ways about doing it and um be able to play them back and see um when we think we've got these things right . I don't think we even know what the set of these things are that we want , much less how to get 'em yet . So th"
[20:51] Speaker_C | Mm-hmm .
[21:02] Speaker_C | You can we can announce now .
[21:07] Speaker_B | Fine . My only concern w uh you a as I said when I barged in was just to make sure that we didn't lose the things that we might need to pick up later . That's all .
"[21:15] Speaker_A | Yeah . So let's just return to this question of frame rate . Because this is the thing we were not planning to um transfer into this format . So again , you know , what a frame rate kind kind of coding is ag it can again be seen as a track . But it says it's a coding like this , right , where you say it's in state A_ , state B_ , state C_ , state A_ ."
[21:29] Speaker_B | Every single frame .
"[21:34] Speaker_B | Okay . But since the l the definitions of look a thing we're looking at are d um are the ones which get rid of the lower level . Like jiggling around in the area of a particular object , right . So if we're moving the the green triangle um we've defined a region which is the dynamically the green triangle , wherever it is . We will jiggle around in there . But it doesn't matter where we are in there . That's beneath our level of analysis . S"
[21:54] Speaker_C | Mm-hmm .
[21:58] Speaker_A | Right . So you right . So I'm just you're happy that it's not gonna have frame rate uh like this . It's gonna have an interpretation like this .
[22:06] Speaker_B | Well the in that interpretation is definable to frame rate by our by the only way we're gonna use frame rate .
[22:14] Speaker_A | What does that mean ? Sorry .
[22:28] Speaker_A | Right .
"[22:33] Speaker_A | W right . But it seems to me it seems to me that Ellen's concerns might mean we need to add more information to these tags because um , you know , this thing in itself is th bunch of fixations , right , with saccades ."
[22:33] Speaker_D | Yeah .
[22:41] Speaker_C | Uh but y y y
[22:46] Speaker_B | Mm-hmm .
"[22:49] Speaker_A | Fixations and the percentage of time those fixations cover , you might want ."
"[22:54] Speaker_C | Bi um yeah , with some some measure of the so we could work out the number of fixations that made and the average fixation duration as well . Because having st long steady fixations can be informative ."
[23:05] Speaker_A | Okay .
[23:05] Speaker_B | Mm-hmm .
"[23:07] Speaker_B | And okay , I'm I'm asking you as an expert . This is this this isn't a leading question . This is a question question . Why would that be informative particularly ?"
"[23:16] Speaker_C | Um if if they're holding their if there's less dancing around , the um the cognitive focus tends to be in one sort of part . So uh there is a difference between if they even though they're still looking at the same part , if they're looking around it uh rather than just holding their gaze steady or um and longer on it ."
[23:21] Speaker_B | Uh-huh .
[23:30] Speaker_B | Mm-hmm .
[23:32] Speaker_B | Uh-huh .
"[23:35] Speaker_B | On it . So you think that if for example if they're looking at um one or another um apex of a triangle it would just that would make a difference . They were exploring the thing , as opposed to they were simply alright , there is it there it is . Okay , so th um so that really means that we're not throwing away absolute fixations ."
"[23:46] Speaker_C | Uh yeah . It , yeah , it's it's certainly it's it's worth mm-hmm ."
[24:00] Speaker_B | The screen location of absolute fixations .
[24:11] Speaker_C | Mm-hmm .
[24:14] Speaker_B | Alright .
[24:17] Speaker_C | Mm-hmm .
"[24:19] Speaker_B | Uh-huh . As opposed to out of it . So you so I thought I understood you to mean exploring the figure . Because you know , your fixation is a point . And the figures are bigger than points . So you could be exploring the figure or you could be just somewhere in the region defined as the figure but not on it ."
"[24:35] Speaker_C | Uh if well yes , but that probably isn't going to be easy to get out because you'd then have to break up uh the parts somehow ."
[24:45] Speaker_B | So you just want to know the variability of the of the fixation . And wouldn't that differ from person to person ?
[24:47] Speaker_C | Yep . Mm-hmm .
"[24:51] Speaker_C | Uh it it yes , it can do , but it's also looking at it within their their own behaviour to see , yeah ."
"[24:59] Speaker_B | Okay . So it's the number of different spots within that region where the eye has fixed the number of different fix oh , ok okay . So it's a jiggle rate , okay ."
"[25:08] Speaker_A | Yeah , the spots'll be different anyway . 'Cause i you're not gonna g have the same pixel . So um we have the option that we can put in an A_ fixation thing here , right , as well . If you want the smaller if you want the smaller coding in in here . So that it's not just parsed into this idea of which object . But you also have the raw fixation um data . We can put that in as another track . If you think that that's something that you might want to look at in one of these tools that shows you the tracks against each other ."
[25:12] Speaker_B | Right .
[25:18] Speaker_B | Mm-hmm .
"[25:35] Speaker_B | Well , all I th understood you to ask for was the duration of each fixation inside . Yeah ."
[25:44] Speaker_B | You can come back .
"[25:49] Speaker_A | Yeah , and in N_X_T_ there's no cost , right , because the y the uh you just don't choose to load those . All we're doing is dumping it as output that you can load if you choose to . Um i g s you know , so if they're things that you just know are crazy and you're not gonna want then we don't do it . But otherwise we go ahead and dump 'em . 'Cause it's easy to dump out the fixations . Um yeah ?"
[25:55] Speaker_C | Right .
[25:59] Speaker_B | Okay .
[26:03] Speaker_C | Mm-hmm .
[26:05] Speaker_B | Right .
[26:10] Speaker_D | Yeah .
[26:10] Speaker_B | So it's the number of different fixations .
"[26:14] Speaker_B | Well , actually do you want the average duration ? Or do you want the number of different ones ?"
[26:23] Speaker_B | Duration of each fixation in the region .
[26:30] Speaker_D | Yeah .
"[26:41] Speaker_B | Well , you've already got that ."
"[26:41] Speaker_C | Uh well , if you've got the number of fixations in the average time , you can then just generate it . Yeah , yeah ."
"[26:45] Speaker_A | Yeah , then that's that's the way you want it ? That way around ?"
[26:50] Speaker_A | Okay .
"[26:50] Speaker_B | So that's a measure of jiggle in the region , roughly ."
[26:53] Speaker_C | Mm-hmm .
[27:01] Speaker_B | Moving .
"[27:06] Speaker_A | Yeah . Well , it's not um the the extra cost of having these as attributes is not high . So um , you know , it saves you i uh having to do write scripts to do arithmetic on that later if you know that these are numbers that are gonna be useful to you ."
[27:21] Speaker_B | Okay .
[27:21] Speaker_C | Right .
"[27:43] Speaker_B | Right , okay ."
[27:46] Speaker_B | Right .
[27:55] Speaker_B | Mm-hmm .
"[28:00] Speaker_B | It's yeah , okay , right ."
"[28:04] Speaker_B | Okay . So my question was going to be alright , the the mouse is a dynamic object , right . The eye track is a dynamic object ? Or is it only the the piece that the eye tra the other person's eye track is on that's that's an object in this definition ?"
[28:05] Speaker_D | Yeah .
"[28:29] Speaker_C | Yes , yep ."
[28:43] Speaker_C | Yes . So if there uh if mm-hmm .
[28:50] Speaker_C | Yes .
[28:53] Speaker_A | Mm-hmm .
"[28:54] Speaker_C | But not looking at their individual and pr fact , they probably will avoid looking directly . Because if they're looking directly at it , it's obscuring"
[28:58] Speaker_B | Okay .
[29:04] Speaker_C | the the part .
"[29:06] Speaker_B | But it's directly added when when these two in this situation when these two overlap , right , like this ."
[29:09] Speaker_C | Mm-hmm .
"[29:12] Speaker_C | Yeah , mm-hmm ."
"[29:13] Speaker_D | Okay . Yeah 'cause I think that that's gonna co that's 'cause b the diagram we got there suggesting that they're only looking thing at time . So whether it's triangle or whatever else . But so what you're suggesting there is they can be looking at the triangle and maybe a mouse pointer and maybe an eye at the same time . Okay , okay ."
[29:19] Speaker_B | Mm-hmm .
[29:21] Speaker_B | Mm-hmm .
[29:25] Speaker_A | Yeah .
"[29:26] Speaker_B | Mm-hmm . Mm-hmm . Mm-hmm . Well it would come up it would say yes , right ? I mean because they would be in the same place . So if you y you're gonna have dynamic regions which overlap one another by definition . If the mouse is on the construct , then right , right ."
[29:33] Speaker_A | I don't know .
[29:33] Speaker_C | Mm-hmm .
"[29:36] Speaker_C | Mm-hmm . The m the mouse , the gaze and the part are all layered ."
"[29:42] Speaker_A | Well well but y those are different tracks of information . So what you want is one track of information about which object it's one , one about whether or not it's on the other guy's gaze , and one about whether it's on um one of the mouse positions ."
[29:45] Speaker_B | Right .
[29:52] Speaker_B | We treat those as as other objects . But the difference between them and the the parts of the c thing to be constructed is that they're allowed to overlap with other things so nothing breaks . Okay ? If we mm-hmm .
"[30:17] Speaker_B | Mm-hmm . Yes , as opposed to simply looking at somebody's gaze when the mouse isn't also there , right . And you want to know those things . Right , they're i they're independent dynamic objects ."
[30:23] Speaker_D | Yep .
[30:26] Speaker_C | Mm-hmm .
"[30:35] Speaker_B | Okay . So a definition of we're all looking at and touching the same thing . So imagine that we've just added a piece to the construct , alright . So now that's the construct . And both mouse symbols are on it , right . And both gazes are on it , right . So at that point you should have a line-up of A_ is on the construct , A_ is on the mouse , A_ is on A_ is on A_'s mouse , A_ is on B_'s mouse , A_ is on B_'s gaze , and B_ likewise . Okay ."
[30:43] Speaker_A | Mm-hmm .
[30:50] Speaker_D | Yeah .
[30:51] Speaker_A | Mm-hmm .
[30:54] Speaker_D | Yep .
[31:06] Speaker_A | Mm-hmm .
"[31:08] Speaker_A | Yeah . So g so there's there's a lot of tracks here , right . Because well we just added this fixation track ."
[31:12] Speaker_B | Right .
"[31:18] Speaker_B | Ooh , I love the eraser ."
"[31:18] Speaker_A | And then there is A_'s mouse , not their eyes , is on an object , right . And the mouse might be on triangle one ."
"[31:24] Speaker_B | Mm-hmm . Yeah , but the mouse is also a dynamic object ."
"[31:30] Speaker_A | But it doesn't matter . I mean i the mouse we're just saying where is the mouse . You know , it's on this object . And then um A_'s eye is on well A_'s mouse I guess , right . A_'s eye might be looking at A_'s mouse here ."
[31:31] Speaker_B | That's fine . Okay .
[31:34] Speaker_B | Mm-hmm .
[31:35] Speaker_B | Mm .
"[31:48] Speaker_A | A_'s eye might be looking at B_'s mouse here , right . I mean these are all the different ways of taking cross-products at the things that could be co-located . So you just treat 'em as independent . And I'm guessing from what you say yeah . I guessing from what you're saying you want all these tracks . Yeah , which is fine . There's no problem with that at all ."
[31:52] Speaker_B | Mm-hmm .
[31:56] Speaker_B | Right .
[31:59] Speaker_B | And then you then you look for combinations of them . Yeah .
[32:09] Speaker_C | Mm-hmm .
[32:15] Speaker_A | Yeah .
[32:17] Speaker_A | S so um uh you kinda got the idea here ? Yeah .
"[32:19] Speaker_D | Yep , yep . Okay , yeah . So so yeah . So so it's just a matter of adding these , the two mouse pointers and the um two gazes as extra objects . Um so yeah . As long as as long as they've got an I_D_ in there we can just say right at this p between these times they're looking at that object or they're looking at the mouse , they're looking at whatever ."
[32:23] Speaker_B | Mm-hmm .
[32:32] Speaker_B | Right .
[32:35] Speaker_B | Right .
[32:35] Speaker_C | Mm-hmm .
[32:37] Speaker_A | But the important thing is you don't treat that entire set as mutually exclusive and exhaustive . It's just so tha the objects is like a separate level of analysis . If whether they're looking at the objects than whether they're looking at the gaze . 'Cause they can happen at the same time .
[32:45] Speaker_C | Mm-hmm .
"[32:49] Speaker_B | Right , but that it's also gonna be the case that um whatever region you define as the region of the dynamic object of the red triangle may get to the point where it overlaps the region of the dynamic object of the green square . Okay , what do we do about that ?"
[32:51] Speaker_D | Yep .
[33:04] Speaker_A | Does that happen ?
"[33:06] Speaker_B | Yeah , because if you have them close together , there's always some fuzz factor around them . And so if they're left lying close together , okay , or in the in fact in the model , in the not in the model , in the in the supplies set they're actually neatly packed into a little space ."
"[33:09] Speaker_A | Oh , right ."
[33:13] Speaker_A | Uh-huh .
[33:14] Speaker_C | Mm-hmm .
[33:21] Speaker_C | Mm-hmm .
[33:24] Speaker_B | Mm-hmm .
"[33:24] Speaker_C | Two objects close together , your eye gaze can actually be looking at the left edge of one and the right edge of the other . And they're sor therefore looking at two objects at once ."
[33:32] Speaker_B | Mm-hmm .
[33:35] Speaker_D | Yeah .
"[33:38] Speaker_A | Okay . Can you write on my pen pad ? Just say , yeah , pens ."
[33:41] Speaker_C | New pens . White-board pens .
[33:53] Speaker_D | I confuse 'em .
[33:55] Speaker_B | Because the two are so close together that their regions overlap .
