[00:05] me018 | OK .
"[04:23] me013 | and time is marching , sort of ,"
"[04:25] me013 | given all the mu many wonderful things we could be working on , what what will we actually focus on ?"
[04:28] me018 | Mm - hmm .
"[04:31] me013 | and what do we freeze ? And , you know , what do we ?"
"[04:33] me013 | So ,"
[04:34] me013 | um .
[04:36] me013 | software that these guys created was certainly a a key part .
[04:39] me013 | So then there 's something central and there aren't at least
[04:45] me013 | differ trivially .
[04:47] me018 | Yeah .
[04:49] me018 | That 's that 's nice .
"[04:50] me013 | and then within that , I guess the idea was to freeze a certain set of options for now ,"
"[04:56] me013 | to run it , uh , a particular way ,"
[04:58] me013 | and decide on what things
"[05:01] me013 | are gonna be experimented with , as opposed to just experimenting with everything ."
[05:05] me013 | So keep a certain set of things constant .
"[05:08] me013 | So , um ."
"[05:11] me013 | Uh ,"
"[05:15] me013 | what we are keeping constant for now , or ?"
[05:18] mn007 | Yeah .
[05:19] mn007 | Well .
[05:23] mn007 | on the noise compensation and
[05:25] mn007 | we end up with
[05:26] mn007 | something that seems reasonable .
[05:29] mn007 | Um .
[05:30] me018 | Are you gonna use which of the two techniques ?
"[05:34] mn007 | So finally it 's it 's , um , Wiener filtering"
[05:37] mn007 | on FFT bins .
"[05:39] mn007 | And it uses , uh , two steps ,"
"[05:42] mn007 | smoothing of the transfer function ,"
"[05:44] mn007 | the first step ,"
"[05:45] mn007 | that 's along time ,"
[05:46] mn007 | which use recursion .
[05:49] mn007 | And
[05:51] mn007 | after this step
"[05:52] mn007 | there is a further smoothing along frequency ,"
[05:55] mn007 | which use a sliding window of twenty FFT bins .
[06:00] mn007 | Mmm .
"[06:04] me018 | uh ,"
"[06:08] mn007 | Yeah , yeah ."
"[06:09] me013 | This this smoothing is done on the estimate ,"
[06:09] mn007 | Yeah .
"[06:12] me013 | um , of what you 're going to subtract ?"
[06:14] me013 | Or on the thing that has already had something subtracted ?
"[06:19] mn007 | Uh ,"
[06:21] mn007 | it 's on the transfer function .
"[06:23] me013 | Oh , it 's on the transfer function for the Wiener filter ."
[06:25] mn007 | Yeah .
"[06:25] me013 | Yeah , OK ."
"[06:30] mn007 | Yeah , so basically we tried"
"[06:38] mn007 | We tried u u applying this on mel bands , having spectral subtraction instead of wiener filtering . Um ."
[06:58] me018 | Mm - hmm .
"[07:02] me013 | Actually , let me int eh ,"
"[07:03] me013 | Dave isn't here to talk about it , but let me just interject ."
"[07:06] me013 | This module ,"
"[07:08] me013 | in principle ,"
"[07:09] me013 | i I mean , you would know whether it 's true in fact ,"
"[07:11] me013 | is somewhat independent from the rest of it . I mean , because you you re - synthesize speech , right ?"
[07:16] mn007 | Mm - hmm .
"[07:16] me013 | So ,"
[07:18] me013 | um .
[07:22] mn007 | We we do not fo
"[07:23] me013 | Uh , but you could ."
"[07:25] mn007 | Well well , we do , but we don't don't re - synthesize . In in the program we don't re - synthesize and then re - analyze once again . We just"
[07:32] mn007 | use the clean FFT bins .
[07:34] me013 | But you have a re - synthesized thing that you that 's an an option here .
[07:35] mn007 | This is an option that then you can Yeah .
"[07:37] me013 | Yeah , I gu I guess my point is that , um ,"
"[07:39] me013 | i in some of the work he 's doing in reverberation , one of the things that we 're finding"
"[07:47] me013 | for an artificial situation ,"
[07:49] me013 | we can just deal with the reverberation and his techniques work really well .
[07:52] me013 | But for the real situation
"[07:55] me013 | uh , problem is , is that you don't just have reverberation , you have reverberation in noise . And if you don't include that in the model , it doesn't work very well ."
"[08:02] me013 | So in fact it might be a very nice thing to do , to just take the noise"
[08:05] me013 | removal part of it and put that in front of what he 's looking at .
[08:08] mn007 | Mm - hmm .
"[08:09] me013 | And , uh , generate new files or whatever ,"
"[08:12] me013 | and and , uh ,"
[08:14] me013 | uh and then do the reverberation part .
[08:20] mn052 | Mmm .
[08:20] me013 | Anyway .
[08:21] me018 | So Dave hasn't tried that yet ?
"[08:23] me013 | No , no . He 's I mean , e a"
[08:28] me006 | Pre - prelim hell .
[08:28] me018 | Yeah .
[08:29] me018 | Yeah .
"[08:31] me013 | Uh ,"
"[08:34] me013 | we are not with the real case that we 're looking at ,"
[08:37] me013 | we can't just look at reverberation in isolation because the interaction between that and noise is is considerable .
[08:44] me013 | And that 's
"[08:45] me013 | I mean , in the past we 've looked at , uh ,"
"[08:48] me013 | and this is hard enough ,"
[08:49] me013 | the interaction between channel effects
"[08:52] me013 | and and , uh and additive noise , uh , so convolutional effects and and additive effects ."
"[08:58] me013 | And that 's hard enough . I mean , I don't think we really I mean , we 're trying to deal with that ."
[09:02] me013 | In a sense that 's what we 're trying to deal with in this Aurora task .
"[09:05] me013 | And we have , uh , the , uh , uh , LDA stuff that in principle is doing something about convolutional effects ."
[09:12] me013 | And we have the
[09:14] me013 | noise suppression that 's doing something about noise .
"[09:17] me013 | Uh , even that 's hard enough . And and the on - line normalization as well , in that s category ."
[09:23] me013 | i i
[09:23] me013 | There 's all these interactions between these two and that 's part of why these guys had to work
[09:27] me013 | so hard on on juggling everything around .
"[09:29] me013 | But now when you throw in the reverberation , it 's even worse ,"
"[09:31] me013 | because not only do you have these effects , but you also have some long time effects ."
"[09:36] me013 | And , um , so"
"[09:38] me013 | Dave has something which ,"
"[09:40] me013 | uh , is doing some nice things under some conditions with with long time effects but when it 's when there 's noise there too ,"
"[09:49] me013 | Since any almost any real situation is gonna have uh , where you have the microphone distant ,"
"[09:55] me013 | is going to have both things ,"
[09:57] me013 | we we actually have to think about both at the same time .
[10:02] me018 | Hmm .
"[10:09] me013 | So there 's this noise suppression thing , which is sort of worked out and then ,"
"[10:16] mn007 | Yeah , well , the , um ,"
[10:16] me013 | the form we have .
[10:22] mn007 | the blocks that were already present before and that
[10:26] mn007 | we did not modify a lot .
"[10:32] me013 | So that 's again , that that 's the Wiener filtering , followed"
"[10:36] me013 | uh , that 's done at the FFT level ."
"[10:39] mn007 | Yeah , th then the mel filter bank ,"
[10:42] me013 | Mm - hmm .
"[10:43] mn007 | then the log operation ,"
[10:46] mn007 | Mmm .
[10:50] me013 | in the frequency domain ?
[10:53] mn007 | Yeah .
"[10:54] me013 | Yeah , OK ."
"[10:56] me013 | And then the mel and then the log ,"
[10:58] me013 | and then the
"[10:58] mn007 | Then the LDA filter ,"
[10:59] me013 | LDA filter .
"[11:01] mn007 | mmm ,"
[11:03] me013 | And then
[11:04] me013 | uh
"[11:04] mn007 | then the downsampling ,"
"[11:06] me013 | downsample ,"
"[11:08] mn007 | DCT ,"
"[11:09] me013 | DCT ,"
"[11:12] mn007 | then , um , on - line normalization ,"
"[11:16] me013 | on - line norm ,"
[11:20] mn007 | followed by upsampling .
"[11:23] mn007 | Then finally , we compute delta and"
[11:26] mn007 | we put
[11:28] mn007 | the neural network also .
[11:37] mn007 | Yeah .
[11:40] me013 | Um .
"[11:41] mn007 | And finally frame dropping ,"
[11:42] mn007 | which
"[11:44] mn007 | um ,"
[11:46] mn007 | would
"[11:47] mn007 | be a neural network also , used for estimated silence probabilities . And"
[11:52] mn007 | the input of this neural network would be
[11:55] mn007 | somewhere between log mel bands or
[12:00] me013 | Mm - hmm .
[12:01] mn007 | one of the earlier stages of the processing .
"[12:02] me013 | So that 's sort of most of this stuff is yeah , is operating parallel with this other stuff ."
[12:06] mn007 | Mm - hmm .
"[12:12] me013 | So the things that we , um ,"
"[12:15] me013 | uh ,"
"[12:17] me013 | I guess we sort of uh ,"
"[12:39] me013 | the main things that that we brought up that , uh , are are gonna need to get worked on seriously are ,"
"[12:45] me013 | uh , uh , a a significantly better VAD ,"
"[12:50] me013 | uh ,"
"[12:52] me013 | putting the neural net on ,"
"[12:54] me013 | um , which , you know , we haven't been doing anything with ,"
"[12:56] me013 | the , uh , neural net at the end there ,"
"[12:59] me013 | and , uh ,"
"[13:00] me013 | the , uh ,"
[13:06] me018 | The other half of the channel ?
[13:08] me018 | That what you mean ?
"[13:08] me013 | Yeah , yeah , I mean , cuz we we have we have , uh ,"
"[13:12] me013 | uh , half the the , uh ,"
[13:13] me013 | data rate that they allow .
"[13:16] me013 | And , uh , so the initial thing which came from , uh , the meeting that we had down south"
"[13:22] me013 | was , uh ,"
"[13:24] me013 | that , um ,"
[13:26] me013 | we 'll initially just put in a mel spectrum
[13:28] me013 | as the second one .
"[13:31] me013 | cheap , easy ."
[13:32] me013 | Uh .
"[13:34] me013 | There 's a question about exactly how we do it . We probably will go to something better later ,"
[13:38] me018 | Mm - hmm .
[13:39] me013 | but
"[13:39] me013 | the initial thing is that cepstra and spectra behave differently , so ."
[13:52] me013 | I was saying this before . I think he used to do
"[13:54] me013 | mel , uh , spectra and mel cepstra ."
[13:56] me013 | He used them as alternate features .
[13:58] me018 | Hmm .
[13:59] me013 | Put them together .
[14:00] me013 | Uh .
"[14:01] me018 | So if you took the system the way it is now , the way it 's fro you 're gonna freeze it ,"
[14:04] mn007 | Mm - hmm .
"[14:04] me018 | and it ran it on the last evaluation , where it would it be ?"
"[14:09] mn007 | It , uh ,"
[14:09] me018 | In terms of ranking ?
[14:10] mn052 | Second .
[14:10] mn007 | Ri - right now it 's second .
[14:12] mn007 | Um .
[14:12] me018 | Mm - hmm .
"[14:14] me013 | Although you you know , you haven't tested it actually on the German and Danish , have you ?"
"[14:18] mn007 | No , we didn't . No , um ."
[14:19] me013 | Yeah .
[14:21] me018 | So on the ones that you did test it on it would have been second ?
[14:23] me013 | Yeah .
"[14:27] me013 | When you 're saying second , you 're comparing to the numbers that the , uh that the best system before got on , uh also without German and Danish ?"
"[14:34] mn007 | Yeah , yeah ."
"[14:35] me013 | Yeah ,"
[14:36] me013 | OK .
[14:36] mn052 | And th the ranking actually didn't change after the German and Danish .
"[14:40] mn052 | So , yeah ."
[14:41] me013 | Well ranking
"[14:43] me013 | didn't before , but I 'm just asking"
[14:46] me013 | where this is to
[14:47] mn052 | Yeah .
"[14:48] me013 | where theirs was without the German and Danish , right ?"
[14:49] mn052 | Yeah .
[14:49] mn007 | Mmm .
"[14:50] mn052 | Yeah , yeah ."
[14:51] me013 | So .
[14:52] me018 | where were we actually on the last test ?
"[14:54] me013 | Oh , we were also esp"
"[15:02] me013 | we were third , but I mean ,"
"[15:03] me013 | there were two systems that were pretty close ,"
[15:03] me018 | Uh - huh .
[15:05] me018 | I see .
[15:05] me013 | that came from the same place .
[15:07] me018 | OK .
"[15:08] me013 | Uh ,"
"[15:08] me013 | so institutionally we were we were second ,"
"[15:11] me013 | with , uh , the third third system ."
[15:12] me018 | We 're so this second that you 're saying now is
[15:14] me018 | system - wide second ?
[15:17] me018 | Still institutionally second ?
"[15:21] me013 | Oh , are we ?"
[15:22] mn052 | Yeah .
[15:23] mn007 | It is a triumph .
"[15:23] mn052 | Their their first system is fifty - four point something . And , uh , we are fifty - three point something ."
[15:23] me013 | Is it ?
[15:28] mn052 | And their second system is also fifty - three point something .
"[15:30] mn052 | Yeah , one percent ."
[15:31] mn007 | one percent .
"[15:31] me018 | Oh , wow !"
[15:32] me018 | That 's very close .
[15:33] mn052 | Yeah .
[15:33] me018 | Yeah .
"[15:35] me013 | and , um , you know , in some sense we 're all doing fairly similar things ."
"[15:39] me013 | Uh , I mean , one could argue about the LDA and so forth but I I think ,"
"[15:48] me018 | all these these bits ? I mean , if we 're u u"
"[15:52] me013 | Um , why are we using half ?"
[15:53] me018 | Yeah .
"[15:54] me013 | Well , so you could you c"
"[15:58] me013 | uh , you guys are closer to it than me , so correct me if I 'm wrong ,"
[16:01] me013 | but I I think that what 's going on is
"[16:04] me013 | that in in both cases ,"
[16:06] me013 | some kind of normalization is done
[16:08] me013 | to deal with convola convolutional effects .
"[16:11] me013 | Uh , they have some cepstral modification , right ?"
[16:14] mn007 | Mm - hmm .
[16:14] me013 | In our case we have a couple things . We have the on - line normalization and then we have the LDA RASTA .
[16:20] me013 | they seem to comple complement each other enough and be different enough that they both seem to help help us .
"[16:26] me013 | But in any event , they 're both doing the same sort of thing . But there 's one difference ."
"[16:29] me013 | The LDA RASTA ,"
"[16:31] me013 | uh , throws away high modulation frequencies ."
[16:36] me013 | And they 're not doing that .
"[16:39] me013 | So that if you throw away high modulation frequencies , then you can downsample ."
[16:43] me018 | I see .
[16:44] me018 | I see .
[16:47] me018 | So do you explicitly downsample then ?
[16:49] me018 | Do we explicitly downsample ?
[16:50] me013 | Yeah .
[16:51] mn007 | Yeah .
[16:51] me018 | And what if we didn't do that ?
[16:53] me018 | Would we get worse performance ?
"[16:56] me013 | I think it doesn't affect it , does it ?"
"[16:57] mn007 | Yeah , not better , not worse ."
[16:58] me018 | I see . OK .
[16:59] me013 | Yeah .
"[17:00] me013 | So I think the thing is , since"
[17:05] me018 | Yeah .
[17:05] me018 | Yeah .
[17:08] me013 | we 've found in a lot of
[17:10] me013 | ways for quite a while that having a second stream
"[17:13] me013 | uh , helps a lot ."
"[17:14] me013 | So that 's that 's put in , and"
"[17:16] me013 | you know , it may even end up with mel spectrum even though I 'm saying I think we could do much better , just because it 's simple ."
[17:20] me018 | Mm - hmm .
[17:22] me013 | Um .
"[17:24] me013 | And you know , in the long run having something everybody will look at and say , "" oh , yeah , I understand "" , is is very helpful ."
"[17:31] me018 | You 're thinking to put the , uh ,"
[17:33] me018 | mel spectrum in before any of the noise removal stuff ? or after ?
"[17:37] me013 | Well , that 's a question ."
"[17:38] me013 | I mean , we were talking about that . It looks like"
"[17:42] me013 | to , uh , remove the noise ,"
"[17:45] me013 | um , and , uh ,"
"[17:47] me018 | Cuz that happens before the mel conversion , right ?"
[17:50] me013 | Yeah .
"[17:55] me013 | uh , after the noise removal , after the mel conversion ."
[17:58] me013 | There 's even a question in my mind anyhow of whether th you should take the log or not .
[18:03] me013 | Uh .
"[18:05] me013 | I sort of think you should , but"
[18:10] me013 | I don't know .
[18:13] mn007 | What about norm normalizing also ?
[18:17] me013 | Right .
[18:19] me013 | Uh .
"[18:24] me013 | Well ,"
[18:25] me013 | but normalizing spectra instead of cepstra ?
[18:28] mn007 | Yeah .
"[18:29] me013 | Yeah , probably ."
[18:30] me013 | Some kind would be good .
[18:32] me013 | You know ? I would think .
"[18:39] mn052 | uh ,"
[18:40] mn052 | the frame .
[18:41] me013 | If you do or don't normalize ?
[18:44] mn052 | If yo if you don't normalize and if if you don't normalize .
[18:47] me013 | Right .
"[18:48] me013 | Yes , so I mean , one would think"
[18:49] me013 | that you would want to normalize .
[18:51] me013 | But I I w w
"[18:53] me013 | My thought is ,"
"[18:54] me013 | uh , particularly if you take the log ,"
[18:57] me013 | try it .
[18:59] me013 | And then
"[19:07] me013 | I mean , you don't want to change six things and then see what happens . You want to change them one at a time . So adding this other stream in ,"
[19:12] me013 | that 's simple in some way .
[19:16] me013 | particularly because we 've found in the past there 's all these these these different results you get with slight
"[19:21] me013 | modifications of how you do normalization . Normalization 's a very tricky , sensitive thing and you learn a lot ."
"[19:26] me013 | So ,"
"[19:28] me013 | have some baseline that says , "" OK , we don't normalize , this is what we get "" , when we do this normalization , when we do that normalization ."
[19:36] me013 | So I think ultimately we 'll wind up doing some normalization . I agree .
"[19:39] me018 | So this second stream ,"
[19:41] me018 | will it add latency to the system or ?
"[19:44] me013 | No , it 's in parallel ."
[19:45] me018 | S
[19:45] me013 | We 're not talking about computation time here . We 're ta I think we 're pretty far out . So it 's just
[19:48] me018 | Yeah .
[19:49] me013 | in terms of what data it 's depending on . It 's depending on the same data as the other . So it 's in parallel .
[19:52] me018 | Same data . OK .
[19:56] me013 | Uh - huh .
"[19:58] me006 | So with this , uh , new stream would you train up a VAD on both both features , somehow ?"
"[20:06] mn052 | No , I guess the VAD has its own set of features ."
[20:09] me006 | OK .
"[20:10] mn052 | I mean , which could be this one of these streams , or it can be something derived from these streams ."
[20:10] me006 | OK .
[20:14] me013 | Yeah .
"[20:16] mn007 | And there is also the idea of using TRAPS , maybe , for the VAD ,"
"[20:27] mn007 | when , she was at IBM , that"
[20:30] mn007 | it 's a good idea .
[20:33] mn007 | So .
"[20:35] me006 | Would would that fit on the handset , or ?"
[20:38] me006 | Oh !
[20:40] mn007 | I have no idea .
[20:41] me006 | OK .
"[20:42] mn052 | Well , it has t I mean"
[20:44] mn052 | the th
"[20:45] mn052 | Yeah , if it has to fit the delays and all this stuff ."
[20:46] mn007 | Yeah .
"[20:50] me013 | Well , there 's the delays and the storage , yeah ."
[20:50] me006 | OK .
[20:52] mn052 | Yeah .
[20:52] me013 | But I don't think the storage is so big for that .
[20:52] me006 | Right .
[20:54] me013 | I think th the biggest we 've run into for storage is the neural net .
[20:58] mn052 | Yeah .
[20:58] me013 | Right ? Yeah .
[21:00] me013 | Um .
[21:02] me013 | And so
"[21:04] me013 | I guess the issue there is , are we are we using neural - net - based TRAPS ,"
[21:08] me013 | and and how big are they ?
"[21:10] me006 | Oh , right ."
"[21:10] me013 | So that 'll that 'll be , you know , an issue ."
[21:13] me006 | Yeah . Cuz sh
[21:13] me013 | Maybe they can be little ones .
[21:15] me006 | Right .
"[21:16] me006 | Cuz she also does the , uh the correlation - based ,"
[21:17] me013 | Mini - TRAPS .
"[21:19] me006 | uh ,"
"[21:21] me006 | TRAPS ,"
"[21:22] me006 | with without the neural net , just"
[21:23] me013 | Right .
[21:24] me006 | looking at the
[21:25] me013 | And maybe for VAD they would be OK . Yeah .
[21:28] me006 | Yeah .
[21:28] me013 | Yeah .
[21:29] mn052 | Yeah .
[21:29] me013 | That 's true .
"[21:38] me013 | uh ,"
"[21:39] me013 | dot product , you know , with some weights which you happened to learn from this learn from the data . And so ,"
[21:42] me006 | Mm - hmm .
"[21:44] me013 | uh , putting a nonlinearity on it is ,"
[21:48] me006 | Mm - hmm .
[21:49] me013 | It certainly doesn't take much space .
[21:51] me006 | Right .
"[21:51] me013 | So , uh , the question is , how complex a function do you need ? Do you need to have"
[21:56] me013 | an added layer or something ?
"[21:57] me013 | In which case ,"
"[21:59] me013 | uh ,"
"[22:02] me013 | potentially ,"
"[22:03] me013 | you know , it could be big . So ."
[22:06] me006 | Mm - hmm .
"[22:11] me013 | So , uh ,"
[22:15] me013 | So what 's next ?
[22:16] me013 | Maybe s s remind us .
[22:18] me018 | So the meeting with Hynek that you guys just had was to
[22:22] me018 | decide exactly what you were gonna freeze in this system ? Is that ?
[22:26] me018 | Or was there ?
"[22:27] me018 | Were you talking about what t new stuff , or ?"
[22:30] me013 | What to freeze and then what to do after we froze .
[22:32] me018 | Mmm .
[22:33] me013 | Yeah .
"[22:39] me013 | And like I was saying , I think the you know , the basic"
"[22:44] me013 | I mean , there 's lots of little things , such as improve the noise estimator but the bigger things are adding on the neural net and ,"
"[22:50] me013 | uh , the second stream ."
"[22:53] me013 | And then , uh ,"
[22:55] me013 | improving the VAD .
[22:58] me013 | Uh .
[23:01] me013 | So .
[23:02] mn052 | I 'll actually after the meeting I 'll add the second stream
[23:04] mn052 | to the VAD and maybe I 'll start with the feature net in that case .
"[23:09] mn052 | It 's like , you 're looking at the VAD , right ?"
"[23:12] mn007 | Uh , yeah ."
[23:13] mn007 | I I 've a new feature net ready also .
[23:15] mn052 | For the VAD ?
"[23:17] mn007 | No , uh ."
"[23:18] mn007 | Well p two network , one VAD and one feature net . Mm - hmm ."
"[23:20] mn052 | Oh , you already have it ?"
"[23:21] mn052 | OK , so just figure how to take the features"
[23:25] mn007 | Yeah .
[23:25] mn052 | OK .
[23:27] mn007 | Um .
"[23:27] mn007 | But , yeah , I think there are plenty of issues to work on for the feature net @ @ ."
[23:33] me006 | Feature net .
"[23:35] me018 | uh , the new part of the evaluation ,"
"[23:37] me018 | the , uh , Wall Street Journal part ?"
[23:39] me013 | Right .
[23:40] me013 | Right .
[23:41] me013 | Um .
[23:43] me013 | Have you ever ?
[23:43] me013 | Very good question .
"[23:45] me013 | Have you ever worked with the Mississippi State h uh , software ?"
[23:48] me018 | No .
[23:49] me018 | Not yet .
[23:50] me013 | Oh .
"[23:51] me013 | Well you you may be called upon to help ,"
"[23:53] me013 | uh , uh , on account of , uh ,"
"[23:56] me013 | all the work in this stuff here has been , uh , with small vocabulary ."
[23:59] me018 | OK .
[24:01] me018 | Mm - hmm .
"[24:01] me018 | So what how is the , uh , interaction supposed to happen ?"
"[24:04] me018 | Uh , I remember the last time we talked about this ,"
"[24:07] me018 | it was sort of up in the air whether they were going to be taking , uh ,"
[24:14] mn052 | Yeah .
[24:16] mn052 | Yeah .
"[24:16] me018 | Oh , so they 're gonna just deliver a system basically ."
"[24:18] mn052 | Yeah , yeah ."
[24:19] me013 | Do we already have it ?
"[24:20] mn052 | Yeah , th I I guess it 's almost ready ."
[24:22] me018 | Uh - huh .
"[24:24] mn052 | So they have released their , uh , document ,"
[24:28] mn052 | describing the system .
[24:29] me018 | I see .
"[24:30] me013 | Maybe you could , uh ,"
[24:34] mn052 | Sure .
[24:35] me018 | So we 'll have to grab this over CVS or something ?
"[24:37] mn052 | It - no , it 's just downloadable from their from their web site ."
[24:37] me018 | Is that how they do it ?
[24:39] me018 | OK .
[24:41] me018 | OK .
[24:47] me013 | if these guys are really focusing on
[24:53] me018 | Mm - hmm .
[25:00] me018 | Sure .
"[25:00] me013 | and and , you know , iron out hassles that that you have to ,"
"[25:04] me013 | uh ,"
"[25:05] me013 | tweak Joe about or whatever , because you 're more experienced with running the large vocabulary stuff ."
[25:10] me018 | OK .
[25:16] mn052 | So I 'll point you to the web site and the mails corresponding .
[25:22] mn052 | So I
"[25:23] me018 | And it but it 's not ready yet , the system ?"
"[25:25] mn052 | I I think they are still , uh , tuning something on that ."
"[25:31] mn052 | So they 're like ,"
"[25:32] mn052 | d they 're varying different parameters like the insertion penalty and other stuff , and then seeing what 's the performance ."
[25:37] me018 | Are those going to be
"[25:38] me018 | parameters that are frozen , nobody can change ? Or ?"
"[25:41] mn052 | Uh , w I guess there is , uh , time during which people are gonna make suggestions ."
"[25:47] me018 | Oh , but everybody 's gonna have to use the same values ."
[25:49] mn052 | After that .
[25:50] me018 | Oh !
[25:50] me018 | Interesting . OK .
"[26:01] me013 | Yeah , so I th th certainly the thing that I would"
[26:03] me013 | want to
[26:04] me013 | know about is whether
"[26:07] me013 | we get really hurt ,"
"[26:09] me013 | uh , on in insertion penalty , language model , scaling , sorts of things ."
[26:12] me018 | Using our features . Yeah .
"[26:13] me013 | Yeah , yeah ."
"[26:15] me013 | Uh , in which case , um , H Hari or"
"[26:19] me013 | Hynek will need to ,"
[26:21] me018 | Mm - hmm .
[26:23] me013 | about this .
[26:26] me013 | Um .
"[26:26] me018 | And we may be able to revisit this idea about , you know , somehow modifying our features to"
"[26:34] me013 | Yes . In this case , that 's right ."
[26:36] me018 | Yeah .
[26:37] me013 | That 's right .
"[26:39] me013 | Um , some of that may be ,"
[26:46] me018 | Yeah .
