[00:04] me013 | OK .
"[08:05] me013 | Um , now , one of the things that 's nice about what we did is , we do have a a , uh a filtering , which leads to a a , uh a reduction in the bandwidth in the modulation spectrum , which allows us to downsample ."
"[08:20] me013 | So , uh , as a result of that we have a reduced , um , transmission rate for the bits ."
[08:25] me018 | Mm - hmm .
[08:28] me013 | That was misreported the first time out .
"[08:30] me013 | It it said the same amount because for convenience sake in the particular way that this is being tested , uh , they were repeating the packets ."
"[08:37] me013 | So it was they were s they they had twenty - four hundred bits per second , but they were literally creating forty - eight hundred bits per second , um , even though y it was just repeated ."
[08:38] me018 | Oh .
[08:44] me018 | Mm - hmm .
[08:48] me018 | Right .
[08:49] me018 | So you could 've had a repeat count in there or something .
"[08:52] me013 | Well , n I mean , this was just a ph phoney thing just to to fit into the the software that was testing the errors channel errors and so on ."
[08:55] me018 | Oh .
"[08:58] me013 | So so in reality , if you put this this system in into , uh , the field , it would be twenty - four hundred bits per second , not forty - eight hundred ."
[08:58] me018 | Oh .
"[09:06] me013 | So , um , so that 's a nice feature of what what we did ."
"[09:11] me013 | Um , but , um , well , we still have to see how it all comes out ."
[09:15] me018 | Hmm .
"[09:17] me013 | Um , and then there 's the whole standards process , which is another thing altogether ."
"[09:22] me018 | When is the development set I mean , the , uh , uh , test set results due ?"
[09:28] me018 | Like the day before you leave or something ?
"[09:30] me013 | Uh , probably the day after they leave , but we 'll have to we 'll have to stop it the day before we leave ."
"[09:36] mn007 | Yeah , yeah ."
[09:37] me018 | Huh .
[09:38] me013 | I think tha I think the the meeting is on the thirteenth or something .
"[09:42] mn007 | Yeah , this Tuesday , yeah ."
"[09:49] me013 | Right . And the the , uh , results are due like the day before the meeting or something ."
"[09:58] me013 | I th I think I I think they are , yeah ."
"[09:59] me013 | So um , since we have a bit farther to travel than some of the others , uh , we 'll have to get done a little quicker ."
"[10:09] me013 | But , um , I mean , it 's just tracing down these bugs ."
"[10:13] me013 | I mean , just exactly this sort of thing of , you know , why why these features seem to be behaving differently , uh , in California than in Oregon ."
[10:21] me018 | Hmm .
[10:22] me013 | Might have something to do with electricity shortage .
"[10:35] me013 | I mean , it only takes w to run the the two test sets in just in computer time is just a day or so , right ?"
[10:41] me013 | So yeah .
"[10:41] mn007 | Yeah , it 's very short interval ."
"[10:43] me013 | So , I think the who the whole reason for having as long as we have , which was like a week and a half , is is because of bugs like that ."
[10:51] me018 | Hmm .
"[11:01] mn007 | Yeah , so there are two more columns in the sheets , two ."
"[11:04] me013 | Oh , I guess it 's the same sheets , yeah , yeah just with the missing columns filled in ."
"[11:05] mn007 | Yeah , it 's the same sheets , yeah ."
[11:08] mn007 | Yeah .
[11:09] me013 | Yeah .
"[11:12] me013 | Well , that 'll be good ."
"[11:14] me013 | So , I 'll dis I 'll disregard these numbers ."
[11:15] me013 | That 's that 's that 's good .
[11:24] mn007 | Hmm ?
"[11:29] me013 | I mean , I think the question is "" Is there is there some advantage ? """
"[11:33] me013 | I mean , you could just take the best system and say that 's the standard ."
"[11:47] me013 | Now for instance , uh , it 's , I think , very reasonable to have a standard for the terminal 's side and then for the server 's side say , "" Here 's a number of things that could be done . """
"[11:57] me013 | So , um , everything that we did could probably just be added on to what Alcatel did , and i it 'd probably work pretty well with them , too ."
"[12:04] me013 | So , um , uh , that 's one one aspect of it ."
"[12:20] me013 | Uh , I mean , the VAD stuff they both had , right ?"
"[12:24] me013 | And , um , so and they both had some kind of on - line normalization , right ?"
"[12:29] mn007 | Uh , yeah ."
"[12:30] me013 | Of sorts , yeah ?"
"[12:31] me013 | So so , it seems like the main different there is the is the , uh , filtering ."
[12:37] me013 | And the filtering I think if you can shouldn't take a lot of memory to do that
"[12:42] me013 | Uh , and I also wouldn't think the CPU , uh , would be much either for that part ."
"[12:48] me013 | So , if you can if you can add those in um then , uh , you can cut the data rate in half ."
[12:56] mn007 | Yeah .
"[12:57] me013 | So it seems like the right thing to do is to on the on the terminal 's side , take what they did , if it if it does seem to generalize well to German and Danish , uh , take what they did add in a filter , and add in some stuff on the server 's side and and and that 's probably a reasonable standard ."
"[13:16] mn007 | They are working on this already ? Because yeah , Su - Sunil told me that he was trying already to put some kind of , uh , filtering in the France Telecom ."
"[13:27] me013 | That would be ideal would be is that they could , you know , they could actually show that , in fact , a combination of some sort , uh , would work even better than what what any of the systems had ."
"[13:38] me013 | And , um , then it would it would , uh be something to to discuss in the meeting ."
"[13:45] me013 | But , uh , not clear what will go on ."
"[13:48] me013 | Um , I mean , on the one hand , um , sometimes people are just anxious to get a standard out there ."
"[13:56] me013 | I mean , you can always have another standard after that , but this process has gone on for a while on already and and people might just wanna pick something and say , "" OK , this is it . """
"[14:07] me013 | And then , that 's a standard ."
"[14:09] me013 | Uh , standards are always optional ."
[14:21] me013 | And people often work on new standards while an old standard is in place and so on .
[14:25] me013 | So it 's not final even if they declared a standard .
"[14:28] me013 | The other hand , they might just say they just don't know enough yet to to declare a standard ."
[14:33] me013 | So you you you will be you will become experts on this and know more far more than me about the tha this particular standards process once you you go to this meeting .
"[14:43] me013 | So , be interested in hearing ."
[14:52] me013 | I mean you 're almost done .
"[14:53] me013 | I mean , you 're done in the sense that , um , you may be able to get some new features from Sunil , and we 'll re - run it ."
"[15:00] me013 | Uh , but other than that , you 're you 're basically done , right ?"
"[15:05] me013 | So , uh , I 'm interested in hearing hearing your thoughts about where you think we should go from this ."
[15:06] mn007 | Yeah .
"[15:14] me013 | I mean , we tried a lot of things in a hurry , and , uh , if we can back off from this now and sort of take our time with something , and not have doing things quickly be quite so much the constraint , what what you think would be the best thing to do ."
[15:54] me013 | OK .
[15:56] me013 | It 's a novel idea .
[15:57] me013 | Look at the data .
[15:59] me013 | OK .
[16:04] mn007 | Yeah .
"[16:14] me013 | Or more generally , I guess , what what is causing the degradation ."
"[16:18] mn007 | Yeah , yeah ."
"[16:39] mn007 | I don't think it 's still true when we add noise , and so we have I I guess the confusion ma the confusion matrices are very different when when we have noise , and when it 's clean speech ."
"[16:52] mn007 | And probably , there is much more between classes errors for noisy speech ."
[16:59] me013 | Mm - hmm .
"[17:06] mn007 | Yeah , so perhaps we could have a a large gain , eh , just by looking at improving the , uh , recognition , not of phonemes , but of phoneme classes , simply ."
[17:17] me013 | Mm - hmm .
[17:24] mn007 | which is perhaps important for noisy speech .
"[17:26] me013 | The other thing that strikes me , just looking at these numbers is , just taking the best cases , I mean , some of these , of course , even with all of our our wonderful processing , still are horrible kinds of numbers ."
"[17:37] me013 | But just take the best case , the well - matched uh , German case after er well - matched Danish after we the kind of numbers we 're getting are about eight or nine uh p percent error per digit ."
[17:39] mn007 | Mm - hmm .
[17:53] mn007 | Mm - hmm .
[17:55] mn007 | Yeah .
"[17:56] me013 | This is obviously not usable , right ?"
[17:57] mn007 | No .
"[17:58] me013 | I mean , if you have ten digits for a phone number I mean , every now and then you 'll get it right ."
[17:58] mn007 | Sure .
"[18:11] me013 | And and a and and also , um part of what 's nice about this is that this is , uh , um a realistic almost realistic database ."
"[18:21] me013 | I mean , it 's still not people who are really trying to accomplish something , but but , uh , within the artificial setup , it isn't noise artificially added , you know , simulated , uh , additive noise ."
[18:30] mn007 | Mm - hmm .
[18:32] me013 | It 's real noise condition .
"[18:42] mn007 | No , actually actually the well - matched condition is still quite di still quite difficult ."
[18:43] me013 | No ?
"[18:49] mn007 | I mean , it 's they have all these data from the close mike and from the distant mike , from different driving condition , open window , closed window , and they take all of this and they take seventy percent , I think , for training and thirty percent for testing ."
[18:53] me013 | Yeah .
[19:04] fn002 | Mm - hmm .
"[19:05] mn007 | So , training is done on different conditions and different microphones , and testing also is done on different microphone and conditions ."
"[19:14] mn007 | So , probably if we only take the close microphones , I guess the results should be much much better than this ."
[19:22] me013 | I see .
[19:23] mn007 | Mmm .
"[19:23] me013 | Oh , OK , that explains it partially ."
[19:25] me013 | Wha - what about i in so the the go ahead .
"[19:26] mn007 | Yeah , so there is this , the mismatched is , um the same kind of thing , but the driving conditions , I mean the speed and the kind of road , is different for training and testing , is that right ?"
[19:42] fn002 | Yeah .
[19:43] mn007 | And the last condition is close microphone for training and distant for testing .
[19:53] mn007 | Yeah .
[19:57] me013 | I see .
"[20:11] me013 | And so and i i k it does correspond to a realistic situation in the sense that , um , people might really be trying to , uh , call out telephone numbers or some or something like that , in in their cars and they 're trying to connect to something ."
[20:24] mn007 | Yeah .
[20:27] mn007 | Mmm .
"[20:28] mn007 | Actually , yeah , it 's very close to clean speech training because , well , because the close microphone and noisy speech testing , yeah ."
[20:31] me013 | Yeah .
[20:34] me013 | Yeah .
[20:35] me013 | Yeah .
[20:35] mn007 | Mmm .
"[20:36] me013 | And the well - matched condition is what you might imagine that you might be able to approach , if you know that this is the application ."
"[20:45] me013 | You 're gonna record a bunch on people in cars and so forth , and do these training ."
"[20:49] me013 | And then , uh , when y you sell it to somebody , they will be a different person with a different car , and so on ."
"[20:54] me013 | So it 's this is a an optim somewhat optimistic view on it , uh , so , you know , the real thing is somewhere in between the two ."
[21:02] mn007 | Yeah .
"[21:04] mn007 | But the I mean , the th th it doesn't work ."
"[21:09] me013 | Yeah , right ."
"[21:10] me013 | Right , it doesn't work ."
"[21:11] me013 | So , in a way , that 's , you know , that 's sort of the dominant thing is that even , say on the development set stuff that we saw , the , uh , the numbers that , uh , that Alcatel was getting when choosing out the best single numbers , it was just you know , it wasn't good enough for for a a for a real system ."
[21:14] mn007 | Mmm .
[21:26] mn007 | Mm - hmm .
"[21:31] me013 | So , uh , we still have stuff to do ."
[21:34] mn007 | Yeah .
"[21:43] me013 | So , looking at the data , where , you know what 's the what 's what 's th what 's characteristic i e yeah , I think that 's that 's a good thing ."
[21:50] me013 | Does a any you have any thoughts about what else y you 're thinking that you didn't get to that you would like to do if you had more time ?
"[21:58] fn002 | Oh , f a lot of thing ."
"[22:00] fn002 | Because we trying a lot of s thing , and we doesn't work , we remove these ."
[22:06] fn002 | Maybe we trying again with the articulatory feature .
[22:11] fn002 | I don't know exactly because we tried we some one experiment that doesn't work .
[22:17] me013 | Mm - hmm .
"[22:20] fn002 | maybe do better some step the general , eh , diagram ."
[22:28] me013 | Mm - hmm .
[22:29] fn002 | I don't know exactly s to think what we can improve .
"[22:36] me013 | Yeah , cuz a lot of time it 's true , there were a lot of times when we 've tried something and it didn't work right away , even though we had an intuition that there should be something there ."
[22:47] me013 | And so then we would just stop it .
[23:01] fn002 | MSG
"[23:03] me013 | Well , but it was an MSG - like thing , but it wasn't MSG , right ?"
[23:06] fn002 | Yeah .
"[23:07] me013 | Uh , you y I think in some case you got some little improvement , but it was , you know , sort of a small improvement , and it was a a big added complication , so you dropped it ."
"[23:17] me013 | But , um , that was just sort of one try , right ?"
"[23:19] me013 | You just took one filter , threw it there , right ?"
"[23:21] mn007 | Yeah , yeah ."
"[23:22] me013 | And it seems to me that , um , if that is an important idea , which , you know , might be , that one could work at it for a while , as you 're saying ."
[23:30] mn007 | Hmm .
"[23:32] me013 | Uh , and you had , you know , you had the multi - band things also , and , you know , there was issue of that ."
"[23:36] mn007 | Yeah , mmm ."
[23:36] mn007 | Mm - hmm .
[23:38] fn002 | Mm - hmm .
"[23:38] me013 | Um , Barry 's going to be , uh , continuing working on multi - band things as well ."
"[23:42] me013 | We were just talking about , um , some , uh , some work that we 're interested in ."
"[23:49] me013 | Kind of inspired by the stuff by Larry Saul with the , uh uh , learning articulatory feature in I think , in the case of his paper with sonorance based on , uh , multi - band information where you have a a combination of gradient learning an and , uh , EM ."
"[24:09] me013 | Um , so , I think that , you know , this is a , uh this is a neat data set ."
"[24:16] me013 | Um , and then , uh , as we mentioned before , we also have the the new , uh , digit set coming up from recordings in this room ."
"[24:25] me013 | So , there 's a lot of things to work with ."
"[24:28] me013 | Um and , uh what I like about it , in a way , is that , uh , the results are still so terrible ."
"[24:39] me013 | I mean , they 're much better than they were , you know ."
"[24:40] me013 | We 're talking about thirty to sixty percent , uh , error rate reduction ."
[24:45] me013 | That 's that 's really great stuff to to do that in relatively short time .
"[24:49] me013 | But even after that it 's still , you know , so poor that that , uh , no one could really use it ."
[25:24] mn007 | Mm - hmm .
"[25:27] me013 | But it was all pretty artificial , and and , you know , how often would you really try to have your most crucial conversations in this very reverberant hallway ?"
"[25:38] me013 | This is what 's nice about the Aurora data and the data here , is that is that it 's sort of a realistic room situation uh , acoustics acoustic situation , both terms in noise and reflections , and so on and n n"
"[25:51] me013 | And , uh , uh , with something that 's still relatively realistic , it 's still very very hard to do very well ."
[26:04] me013 | Yeah .
"[26:09] mn007 | Actually , this is tha that 's why we well , it 's a different kind of data ."
[26:13] mn007 | We 're not we 're not used to work with this kind of data .
[26:15] me013 | Yeah .
[26:15] mn007 | That 's why we should have a loo more closer look at what 's going on .
[26:20] fn002 | Mm - hmm .
[26:23] mn007 | Yeah .
"[26:25] mn007 | So this would be the first thing , and then , of course , try to well , kind of debug what was wrong , eh , when we do Aurora test on the MSG particularly , and on the multi - band ."
[26:36] me013 | Yeah .
[26:37] me013 | Yeah .
[26:39] me013 | Yeah .
[26:42] me013 | Yeah .
"[26:45] me013 | Yeah . No , I I think there 's lots of lots of good things to do with this ."
[26:56] me013 | You were gonna say something else ?
"[26:57] me013 | Oh , OK ."
[27:02] me013 | What do you think ?
[27:06] me018 | About other experiments ?
"[27:09] me018 | Uh , now , I 'm interested in , um , uh looking at the experiments where you use , um uh , data from multiple languages to train the neural net ."
"[27:20] me018 | And I don't know how far , or if you guys even had a chance to try that , but that would be some it 'd be interesting to me ."
[27:27] me013 | S b
"[27:28] mn007 | Again , it 's the kind of of thing that , uh , we were thin thinking thinking that it would work , but it didn't work ."
"[27:36] mn007 | And , eh , so there is kind of of not a bug , but something wrong in what we are doing , perhaps ."
[27:37] me013 | Yeah .
[27:38] me018 | Right .
[27:42] me018 | Right .
[27:43] me018 | Right .
[27:48] me018 | Mm - hmm .
[27:48] mn007 | What worked best is the hand - labeled data .
[27:52] me018 | Mm - hmm .
"[27:54] mn007 | Uh , so , yeah ."
[27:56] mn007 | I don't know if we can get some hand - labeled data from other languages .
[27:59] me018 | Yeah .
[28:00] mn007 | It 's not so easy to find .
[28:01] me018 | Right .
[28:02] mn007 | But that would be something interesting t to to see .
"[28:04] me018 | Yeah , yeah ."
[28:06] me013 | Yeah .
"[28:06] me013 | Also , uh , I mean , there was just the whole notion of having multiple nets that were trained on different data ."
[28:22] mn007 | Yeah .
"[28:23] me013 | So , first thing is would it be better if they were multiple nets , for some reason ?"
"[28:28] me013 | Second thing is , never mind the different languages , just having acoustic conditions rather than training them all up in one , would it be helpful to have different ones ?"
"[28:39] me013 | That was a question that was kind of raised by Mike Shire 's thesis , and on in that case in terms of reverberation ."
[28:46] me013 | Right ? That that sometimes it might be better to do that .
"[28:51] me013 | But , um , I don't think we know for sure ."
"[29:02] me013 | Right . So , next week , we , uh , won't meet because you 'll be in Europe ."
[29:08] me013 | Whe - when are you two getting back ?
[29:14] mn007 | You on Friday or S on Saturday or ?
"[29:16] fn002 | Sunday because it 's it 's less expensive , the price the price the ticket ."
"[29:17] mn007 | S oh yeah , Sunday , yeah ."
"[29:20] me013 | Yeah , that 's right ."
[29:20] me018 | Ah .
"[29:21] me013 | You 've gotta S have a Saturday overnight , right ?"
[29:23] mn007 | I 'll be back on Tuesday .
[29:24] me013 | Tuesday .
[29:25] me018 | Where where 's the meeting ?
"[29:27] me013 | Uh , Amsterdam , I think , yeah ? Yeah ."
"[29:28] mn007 | Yeah , Amsterdam ."
[29:28] me018 | Uh - huh .
"[29:29] me013 | Yeah , yeah ."
[29:31] me013 | Yep .
"[29:33] me013 | So , we 'll skip next week , and we 'll meet two weeks from now ."
"[29:37] me013 | And , uh , I guess the main topic will be , uh , you telling us what happened ."
[29:43] mn007 | Yeah .
[29:44] fn002 | Yeah .
"[29:47] me013 | Yeah , well , if we don't have an anything else to discuss , we should , uh , turn off the machine and then say the real nasty things ."
[29:55] me018 | Should we do digits first ?
"[29:56] me006 | Oh , yeah , digits ."
"[29:56] me013 | Oh yeah , digits !"
[29:57] mn007 | Yeah .
[29:57] me013 | Yeah . Good point .
"[30:00] me013 | Yeah , good thinking ."
[30:02] me013 | Why don't you go ahead .
[30:03] me018 | OK .
[34:08] me018 | OK .
